Time,Algae Concentration (mg/L),Average - Input 1 (mV),Average - Input 2 (mV),Average - Input 4 (mV)
2020-10-11 06:30:00,3.1374906875000006,136.625,147.16666666666666,140.25
2020-10-11 07:00:00,3.1060981250000004,136.94444444444446,147.50000000000003,140.55555555555554
2020-10-11 07:30:00,3.0747055625,135.63888888888889,146.2222222222222,139.33333333333334
2020-10-11 08:00:00,3.0433130000000004,137.25,147.63888888888889,140.88888888888889
2020-10-11 08:30:00,3.0119204375000006,137.05555555555554,147.25,140.58333333333334
2020-10-11 09:00:00,2.9805278750000004,136.91666666666666,147.25000000000003,140.47222222222223
2020-10-11 09:30:00,2.9491353125,136.94444444444446,147.08333333333334,140.27777777777777
2020-10-11 10:00:00,2.9177427500000004,137.13888888888889,147.05555555555554,140.52777777777777
2020-10-11 10:30:00,2.8863501875000006,137.19444444444446,147.16666666666666,140.58333333333334
2020-10-11 11:00:00,2.8549576250000004,137.7777777777778,147.11111111111111,140.75
2020-10-11 11:30:00,2.8235650625,137.63888888888889,147.5277777777778,140.97222222222226
2020-10-11 12:00:00,2.7921725000000004,137.41666666666666,147.19444444444446,140.72222222222226
2020-10-11 12:30:00,2.7607799375000006,137.25,146.91666666666666,140.45833333333334
2020-10-11 13:00:00,2.7293873750000004,138.0277777777778,147.83333333333334,141.19444444444446
2020-10-11 13:30:00,2.6979948125,137.5277777777778,147.08333333333334,140.58333333333334
2020-10-11 14:00:00,2.6666022500000004,138.11111111111111,148.05555555555554,141.36111111111111
2020-10-11 14:30:00,2.6352096875000006,137.72222222222223,147.55555555555554,140.91666666666666
2020-10-11 15:00:00,2.6038171250000004,137.94444444444446,147.91666666666666,141.16666666666669
2020-10-11 15:30:00,2.5724245625,138.25,148.11111111111111,141.30555555555554
2020-10-11 16:00:00,2.5410320000000004,138.33333333333334,148.11111111111111,141.33333333333334
2020-10-11 16:30:00,2.5885730000000002,138.75,148.55555555555554,141.80555555555554
2020-10-11 17:00:00,2.6361140000000005,137.80555555555554,147.80555555555554,140.94444444444446
2020-10-11 17:30:00,2.6836550000000003,137.91666666666666,148.02777777777774,141.0277777777778
2020-10-11 18:00:00,2.7311960000000006,138.19444444444446,148.25,141.08333333333334
2020-10-11 18:30:00,2.7787370000000005,138.30555555555554,148.41666666666669,141.25
2020-10-11 19:00:00,2.8262780000000003,138.0277777777778,148.36111111111111,141.02777777777774
2020-10-11 19:30:00,2.8738190000000006,137.83333333333334,148.08333333333334,140.66666666666669
2020-10-11 20:00:00,2.9213600000000004,137.75,148.05555555555554,141.05555555555554
2020-10-11 20:30:00,2.9689010000000002,137.72222222222223,148.08333333333334,140.61111111111111
2020-10-11 21:00:00,3.0164420000000005,137.5,148.05555555555554,140.66666666666669
2020-10-11 21:30:00,3.0639830000000003,137.0,147.7222222222222,140.1944444444444
2020-10-11 22:00:00,3.111524,137.08333333333331,147.91666666666666,140.22222222222223
2020-10-11 22:30:00,3.1590650000000005,137.33333333333334,148.2222222222222,140.38888888888889
2020-10-11 23:00:00,3.2066060000000003,136.5,147.44444444444446,139.83333333333334
2020-10-11 23:30:00,3.2541470000000006,136.86111111111111,148.0277777777778,140.08333333333334
2020-10-12 00:00:00,3.3016880000000004,136.11111111111111,146.91666666666666,139.41666666666666
2020-10-12 00:30:00,3.2263286250000003,136.33333333333334,147.33333333333334,139.5
